year_month,drug_name,territory_id,units_sold,revenue,n_transactions,avg_unit_price,month,quarter,year,day_of_week,is_quarter_end,lag_1,lag_3,lag_6,rolling_mean_3,rolling_std_3,drug_encoded,territory_encoded
2025-02-01,Advair,TER-04,95,62853.26,4,663.185,2,1,2025,5,0,191.0,103.0,101.0,142.66666666666666,48.003472096644565,0,3
2025-03-01,Advair,TER-04,136,89780.4,1,660.15,3,1,2025,5,0,95.0,142.0,155.0,140.66666666666666,48.16983841921554,0,3
2025-04-01,Advair,TER-04,149,99504.44,4,654.47,4,2,2025,1,0,136.0,191.0,145.0,126.66666666666667,28.18391976523729,0,3
2025-05-01,Advair,TER-04,142,93528.78,4,661.3725,5,2,2025,3,0,149.0,95.0,103.0,142.33333333333334,6.5064070986477205,0,3
2025-06-01,Advair,TER-04,172,117104.48,1,680.84,6,2,2025,6,0,142.0,136.0,142.0,154.33333333333334,15.695009822658069,0,3
2025-07-01,Advair,TER-04,112,80568.56999999999,4,726.8575,7,3,2025,1,0,172.0,149.0,191.0,142.0,29.999999999999996,0,3
2025-08-01,Advair,TER-04,104,67054.0,1,644.75,8,3,2025,4,0,112.0,142.0,95.0,129.33333333333334,37.16629297271028,0,3
2025-09-01,Advair,TER-04,200,136166.0,1,680.83,9,3,2025,0,0,104.0,172.0,136.0,138.66666666666666,53.26662494783514,0,3
2025-10-01,Advair,TER-04,188,126686.62,4,646.095,10,4,2025,2,0,200.0,112.0,149.0,164.0,52.30678732248806,0,3
2025-11-01,Advair,TER-04,120,81333.11,4,682.8225,11,4,2025,5,0,188.0,104.0,142.0,169.33333333333334,43.1431724996358,0,3
2025-12-01,Advair,TER-04,158,108727.93,3,697.8133333333334,12,4,2025,0,0,120.0,200.0,172.0,155.33333333333334,34.07834111768548,0,3
2024-02-01,Advair,TER-05,109,73226.23999999999,4,687.6175000000001,2,1,2024,3,0,148.0,,,128.5,27.577164466275352,0,4
2024-03-01,Advair,TER-05,140,102480.29000000001,2,732.625,3,1,2024,4,0,109.0,,,132.33333333333334,20.599352740640498,0,4
2024-04-01,Advair,TER-05,144,97515.06999999999,4,680.9175,4,2,2024,0,0,140.0,148.0,,131.0,19.157244060668017,0,4
2024-05-01,Advair,TER-05,81,54824.67,2,676.585,5,2,2024,2,0,144.0,109.0,,121.66666666666667,35.27510926040249,0,4
2024-06-01,Advair,TER-05,168,113379.8,4,662.69,6,2,2024,5,0,81.0,140.0,,131.0,44.93328387732195,0,4
2024-07-01,Advair,TER-05,114,77887.12,4,689.6700000000001,7,3,2024,0,0,168.0,144.0,148.0,121.0,43.9203825119955,0,4
2024-08-01,Advair,TER-05,116,81893.2,2,684.67,8,3,2024,3,0,114.0,81.0,109.0,132.66666666666666,30.61590000854676,0,4
2024-09-01,Advair,TER-05,139,91991.77,2,623.4300000000001,9,3,2024,6,0,116.0,168.0,140.0,123.0,13.892443989449802,0,4
2024-10-01,Advair,TER-05,82,54630.32000000001,3,656.1033333333334,10,4,2024,1,0,139.0,114.0,144.0,112.33333333333333,28.676354952004143,0,4
2024-11-01,Advair,TER-05,94,71578.41,4,729.03,11,4,2024,4,0,82.0,116.0,81.0,105.0,30.04995840263342,0,4
2024-12-01,Advair,TER-05,130,84295.54000000001,3,637.6766666666666,12,4,2024,6,0,94.0,139.0,168.0,102.0,24.97999199359357,0,4
2025-01-01,Advair,TER-05,95,66710.93,4,707.8975,1,1,2025,2,0,130.0,82.0,114.0,106.33333333333333,20.50203241957568,0,4
2025-02-01,Advair,TER-05,140,94812.06,4,677.245,2,1,2025,5,0,95.0,94.0,116.0,121.66666666666667,23.62907813126304,0,4
2025-03-01,Advair,TER-05,139,96859.61,4,679.265,3,1,2025,5,0,140.0,130.0,139.0,124.66666666666667,25.696951829610715,0,4
2025-04-01,Advair,TER-05,177,130974.65999999999,2,715.915,4,2,2025,1,0,139.0,95.0,82.0,152.0,21.656407827707763,0,4
2025-05-01,Advair,TER-05,156,107567.57,4,678.1800000000001,5,2,2025,3,0,177.0,140.0,94.0,157.33333333333334,19.035055380359047,0,4
2025-06-01,Advair,TER-05,169,117228.11,4,698.1800000000001,6,2,2025,6,0,156.0,139.0,130.0,167.33333333333334,10.598742063723277,0,4
2025-07-01,Advair,TER-05,135,95809.5,1,709.7,7,3,2025,1,0,169.0,177.0,95.0,153.33333333333334,17.156145643277085,0,4
2025-08-01,Advair,TER-05,132,88117.06,3,655.7933333333334,8,3,2025,4,0,135.0,156.0,140.0,145.33333333333334,20.550750189064495,0,4
2025-09-01,Advair,TER-05,172,112083.2,3,635.1999999999999,9,3,2025,0,0,132.0,169.0,139.0,146.33333333333334,22.278539748675957,0,4
2025-10-01,Advair,TER-05,94,62597.42,1,665.93,10,4,2025,2,0,172.0,135.0,177.0,132.66666666666666,39.0042732701602,0,4
2025-11-01,Advair,TER-05,102,76864.93,4,723.6225,11,4,2025,5,0,94.0,132.0,156.0,122.66666666666667,42.91076011134424,0,4
2025-12-01,Advair,TER-05,137,93181.81,3,678.4933333333333,12,4,2025,0,0,102.0,172.0,169.0,111.0,22.869193252058484,0,4
2024-02-01,Advair,TER-06,119,83391.7,2,693.525,2,1,2024,3,0,98.0,,,108.5,14.849242404917497,0,5
2024-03-01,Advair,TER-06,111,75517.35,3,698.1433333333333,3,1,2024,4,0,119.0,,,109.33333333333333,10.598742063723098,0,5
2024-04-01,Advair,TER-06,79,52845.41,2,680.765,4,2,2024,0,0,111.0,98.0,,103.0,21.166010488516726,0,5
2024-05-01,Advair,TER-06,78,54261.25,4,681.0125,5,2,2024,2,0,79.0,119.0,,89.33333333333333,18.77054430040145,0,5
2024-06-01,Advair,TER-06,88,62193.71000000001,4,701.8299999999999,6,2,2024,5,0,78.0,111.0,,81.66666666666667,5.507570547286095,0,5
2024-07-01,Advair,TER-06,72,44635.68,1,619.94,7,3,2024,0,0,88.0,79.0,98.0,79.33333333333333,8.082903768654754,0,5
2024-08-01,Advair,TER-06,72,54438.48,1,756.09,8,3,2024,3,0,72.0,78.0,119.0,77.33333333333333,9.237604307034005,0,5
2024-09-01,Advair,TER-06,77,48499.22,1,629.86,9,3,2024,6,0,72.0,88.0,111.0,73.66666666666667,2.886751345948097,0,5
2024-10-01,Advair,TER-06,79,55052.61,4,696.585,10,4,2024,1,0,77.0,72.0,79.0,76.0,3.6055512754639634,0,5
2024-11-01,Advair,TER-06,81,59581.98,1,735.58,11,4,2024,4,0,79.0,72.0,78.0,79.0,1.999999999999953,0,5
2024-12-01,Advair,TER-06,134,94109.26,4,697.7975,12,4,2024,6,0,81.0,77.0,88.0,98.0,31.19294792096444,0,5
2025-01-01,Advair,TER-06,74,53556.86,3,705.8433333333332,1,1,2025,2,0,134.0,79.0,72.0,96.33333333333333,32.807519463277515,0,5
2025-02-01,Advair,TER-06,122,78468.91,2,635.865,2,1,2025,5,0,74.0,81.0,72.0,110.0,31.749015732775085,0,5
2025-03-01,Advair,TER-06,90,61323.57,4,685.0699999999999,3,1,2025,5,0,122.0,134.0,77.0,95.33333333333333,24.44040370643114,0,5
2025-04-01,Advair,TER-06,84,56893.2,1,677.3,4,2,2025,1,0,90.0,74.0,79.0,98.66666666666667,20.428737928059412,0,5
2025-05-01,Advair,TER-06,79,54433.67,4,678.4925,5,2,2025,3,0,84.0,122.0,81.0,84.33333333333333,5.50757054728609,0,5
2025-06-01,Advair,TER-06,114,77262.64,4,666.47,6,2,2025,6,0,79.0,90.0,134.0,92.33333333333333,18.92969448600091,0,5
2025-07-01,Advair,TER-06,76,48913.310000000005,3,646.1066666666667,7,3,2025,1,0,114.0,84.0,74.0,89.66666666666667,21.1266025033211,0,5
2025-08-01,Advair,TER-06,95,66928.64,3,669.14,8,3,2025,4,0,76.0,79.0,122.0,95.0,19.0,0,5
2025-09-01,Advair,TER-06,116,81617.81,4,688.99,9,3,2025,0,0,95.0,114.0,90.0,95.66666666666667,20.008331597945222,0,5
2025-10-01,Advair,TER-06,119,79018.08,4,669.6825,10,4,2025,2,0,116.0,76.0,84.0,110.0,13.076696830622012,0,5
2025-11-01,Advair,TER-06,136,90001.8,3,668.0933333333334,11,4,2025,5,0,119.0,95.0,79.0,123.66666666666667,10.785793124908945,0,5
2025-12-01,Advair,TER-06,84,58649.71,3,682.26,12,4,2025,0,0,136.0,116.0,114.0,113.0,26.5141471671257,0,5
2024-02-01,Advair,TER-07,86,58506.09,4,671.125,2,1,2024,3,0,73.0,,,79.5,9.192388155425117,0,6
2024-03-01,Advair,TER-07,137,88583.17000000001,4,646.3325,3,1,2024,4,0,86.0,,,98.66666666666667,33.827996294982256,0,6
2024-04-01,Advair,TER-07,75,53571.45,2,684.025,4,2,2024,0,0,137.0,73.0,,99.33333333333333,33.08070938376825,0,6
2024-05-01,Advair,TER-07,99,63843.94,3,640.9433333333333,5,2,2024,2,0,75.0,86.0,,103.66666666666667,31.26233090051561,0,6
2024-06-01,Advair,TER-07,141,98142.91,2,702.175,6,2,2024,5,0,99.0,137.0,,105.0,33.406586176980134,0,6
2024-07-01,Advair,TER-07,84,58914.52,2,700.82,7,3,2024,0,0,141.0,75.0,73.0,108.0,29.546573405388315,0,6
2024-08-01,Advair,TER-07,87,57457.270000000004,4,660.3475,8,3,2024,3,0,84.0,99.0,86.0,104.0,32.07802986469088,0,6
2024-09-01,Advair,TER-07,124,84376.84,3,677.1666666666666,9,3,2024,6,0,87.0,141.0,137.0,98.33333333333333,22.278539748675932,0,6
2024-10-01,Advair,TER-07,111,81673.09999999999,3,682.0866666666667,10,4,2024,1,0,124.0,84.0,75.0,107.33333333333333,18.770544300401454,0,6
2024-11-01,Advair,TER-07,149,108772.98,1,730.02,11,4,2024,4,0,111.0,87.0,99.0,128.0,19.31320791582797,0,6
2024-12-01,Advair,TER-07,148,91958.32,1,621.34,12,4,2024,6,0,149.0,124.0,141.0,136.0,21.65640782770772,0,6
2025-01-01,Advair,TER-07,136,102571.95999999999,2,741.52,1,1,2025,2,0,148.0,111.0,84.0,144.33333333333334,7.234178138070255,0,6
2025-02-01,Advair,TER-07,107,70671.36,1,660.48,2,1,2025,5,0,136.0,149.0,87.0,130.33333333333334,21.07921567168318,0,6
2025-03-01,Advair,TER-07,182,129855.06000000001,4,710.1600000000001,3,1,2025,5,0,107.0,148.0,124.0,141.66666666666666,37.819747927945436,0,6
2025-04-01,Advair,TER-07,71,49078.66,4,703.4075,4,2,2025,1,0,182.0,136.0,111.0,120.0,56.63038053907108,0,6
2025-05-01,Advair,TER-07,132,92722.98,2,713.145,5,2,2025,3,0,71.0,107.0,149.0,128.33333333333334,55.59076661940662,0,6
2025-06-01,Advair,TER-07,102,62954.18,2,616.55,6,2,2025,6,0,132.0,182.0,148.0,101.66666666666667,30.501366089625137,0,6
2025-07-01,Advair,TER-07,76,54514.36,2,709.87,7,3,2025,1,0,102.0,71.0,136.0,103.33333333333333,28.023799409311614,0,6
2025-08-01,Advair,TER-07,89,59529.8,4,668.81,8,3,2025,4,0,76.0,132.0,107.0,89.0,13.000000000000021,0,6
2025-09-01,Advair,TER-07,116,89292.28,3,736.3433333333332,9,3,2025,0,0,89.0,102.0,182.0,93.66666666666667,20.4042479237372,0,6
2025-10-01,Advair,TER-07,117,81711.63,1,698.39,10,4,2025,2,0,116.0,76.0,71.0,107.33333333333333,15.885003409925154,0,6
2025-11-01,Advair,TER-07,90,61194.6,1,679.94,11,4,2025,5,0,117.0,89.0,132.0,107.66666666666667,15.307950004273398,0,6
2025-12-01,Advair,TER-07,79,53197.310000000005,4,677.1875,12,4,2025,0,0,90.0,116.0,102.0,95.33333333333333,19.55334583474997,0,6
2024-02-01,Advair,TER-08,104,69295.98,2,693.03,2,1,2024,3,0,130.0,,,117.0,18.384776310850235,0,7
2024-03-01,Advair,TER-08,120,81175.06,4,650.8325,3,1,2024,4,0,104.0,,,118.0,13.114877048604,0,7
2024-04-01,Advair,TER-08,109,72587.26000000001,2,678.385,4,2,2024,0,0,120.0,130.0,,111.0,8.18535277187245,0,7
2024-05-01,Advair,TER-08,124,83010.04000000001,4,669.4875,5,2,2024,2,0,109.0,104.0,,117.66666666666667,7.767453465154028,0,7
2024-06-01,Advair,TER-08,164,110108.15000000001,4,671.6949999999999,6,2,2024,5,0,124.0,120.0,,132.33333333333334,28.43120351538663,0,7
2024-07-01,Advair,TER-08,80,57345.96,4,711.525,7,3,2024,0,0,164.0,109.0,130.0,122.66666666666667,42.015870017569945,0,7
2024-08-01,Advair,TER-08,60,42699.88,4,727.5025,8,3,2024,3,0,80.0,124.0,104.0,101.33333333333333,55.184538897533,0,7
2024-09-01,Advair,TER-08,151,103505.97,1,685.47,9,3,2024,6,0,60.0,164.0,120.0,97.0,47.82258880487337,0,7
2024-10-01,Advair,TER-08,84,52550.01,2,657.735,10,4,2024,1,0,151.0,80.0,109.0,98.33333333333333,47.16283847833306,0,7
2024-11-01,Advair,TER-08,108,78979.32,1,731.29,11,4,2024,4,0,84.0,60.0,124.0,114.33333333333333,33.946035605550954,0,7
2024-12-01,Advair,TER-08,138,94880.43,3,689.5366666666667,12,4,2024,6,0,108.0,151.0,164.0,110.0,27.05549851693736,0,7
2025-01-01,Advair,TER-08,99,67863.51,1,685.49,1,1,2025,2,0,138.0,84.0,80.0,115.0,20.420577856662128,0,7
2025-02-01,Advair,TER-08,157,102462.29,3,672.4933333333333,2,1,2025,5,0,99.0,108.0,60.0,131.33333333333334,29.56912804486011,0,7
2025-03-01,Advair,TER-08,129,89106.75,1,690.75,3,1,2025,5,0,157.0,138.0,151.0,128.33333333333334,29.00574655707611,0,7
2025-04-01,Advair,TER-08,113,89299.38,1,790.26,4,2,2025,1,0,129.0,99.0,84.0,133.0,22.271057451320072,0,7
2025-05-01,Advair,TER-08,148,98475.8,2,655.49,5,2,2025,3,0,113.0,157.0,108.0,130.0,17.521415467935213,0,7
2025-06-01,Advair,TER-08,91,64929.16,3,717.2866666666665,6,2,2025,6,0,148.0,129.0,138.0,117.33333333333333,28.74601421646717,0,7
2025-07-01,Advair,TER-08,135,95273.55,1,705.73,7,3,2025,1,0,91.0,113.0,99.0,124.66666666666667,29.871948937646042,0,7
2025-08-01,Advair,TER-08,106,75565.71,2,703.665,8,3,2025,4,0,135.0,148.0,157.0,110.66666666666667,22.368132093076806,0,7
2025-09-01,Advair,TER-08,81,53578.8,2,644.8199999999999,9,3,2025,0,0,106.0,91.0,129.0,107.33333333333333,27.024680078279047,0,7
2025-10-01,Advair,TER-08,114,85706.9,4,701.2025,10,4,2025,2,0,81.0,135.0,113.0,100.33333333333333,17.21433511156711,0,7
2025-11-01,Advair,TER-08,93,63131.520000000004,3,682.4066666666666,11,4,2025,5,0,114.0,106.0,148.0,96.0,16.70329308849003,0,7
2025-12-01,Advair,TER-08,155,106309.48,4,685.3325,12,4,2025,0,0,93.0,81.0,91.0,120.66666666666667,31.533051443419364,0,7
2024-02-01,Advair,TER-09,95,66036.48,2,700.415,2,1,2024,3,0,93.0,,,94.0,1.4142135623730951,0,8
2024-03-01,Advair,TER-09,146,94364.36000000002,3,654.6533333333333,3,1,2024,4,0,95.0,,,111.33333333333333,30.03886371574886,0,8
2024-04-01,Advair,TER-09,124,81448.06,3,663.2766666666666,4,2,2024,0,0,146.0,93.0,,121.66666666666667,25.57994005726623,0,8
2024-05-01,Advair,TER-09,81,55868.96,4,695.505,5,2,2024,2,0,124.0,95.0,,117.0,33.06055050963308,0,8
2024-06-01,Advair,TER-09,146,100557.88,3,682.6933333333333,6,2,2024,5,0,81.0,146.0,,117.0,33.06055050963308,0,8
2024-07-01,Advair,TER-09,102,70738.02,1,693.51,7,3,2024,0,0,146.0,124.0,93.0,109.66666666666667,33.17127271199182,0,8
2024-08-01,Advair,TER-09,104,65346.020000000004,4,643.6949999999999,8,3,2024,3,0,102.0,81.0,95.0,117.33333333333333,24.846193538112292,0,8
2024-09-01,Advair,TER-09,126,84326.36,3,681.42,9,3,2024,6,0,104.0,146.0,146.0,110.66666666666667,13.316656236958767,0,8
2024-10-01,Advair,TER-09,124,80428.88,1,648.62,10,4,2024,1,0,126.0,102.0,124.0,118.0,12.165525060596417,0,8
