year_month,drug_name,territory_id,actual,predicted,lower_bound,upper_bound,residual,absolute_error,model,forecast_window
2025-09-01,Advair,TER-03,112,129.40578,92.81850090026856,184.46106758117674,-17.405776977539062,17.405776977539062,XGBoost,4
2025-10-01,Advair,TER-03,104,144.85893,109.67298164367676,197.09908561706538,-40.85893249511719,40.85893249511719,XGBoost,4
2025-11-01,Advair,TER-03,107,143.74396,103.89200592041016,201.44082412719726,-36.74395751953125,36.74395751953125,XGBoost,4
2025-12-01,Advair,TER-03,176,121.31186,78.59001922607422,173.7048400878906,54.688140869140625,54.688140869140625,XGBoost,4
2025-05-01,Advair,TER-04,142,119.69596,80.21775817871094,178.77324752807615,22.304039001464844,22.304039001464844,XGBoost,4
2025-06-01,Advair,TER-04,172,143.43806,101.01023864746094,194.0641387939453,28.561935424804688,28.561935424804688,XGBoost,4
2025-07-01,Advair,TER-04,112,137.297,99.99175453186035,190.12518157958982,-25.2969970703125,25.2969970703125,XGBoost,4
2025-08-01,Advair,TER-04,104,106.83651,66.88841857910157,154.56955566406248,-2.8365097045898438,2.8365097045898438,XGBoost,4
2025-09-01,Advair,TER-04,200,130.62639,88.11836624145508,183.60147018432616,69.37361145019531,69.37361145019531,XGBoost,4
2025-10-01,Advair,TER-04,188,124.47585,86.11029853820801,174.24843749999994,63.524147033691406,63.524147033691406,XGBoost,4
2025-11-01,Advair,TER-04,120,143.5909,103.6117301940918,202.8632682800293,-23.590896606445312,23.590896606445312,XGBoost,4
2025-12-01,Advair,TER-04,158,154.8594,118.243123626709,212.5418231964111,3.140594482421875,3.140594482421875,XGBoost,4
2025-05-01,Advair,TER-05,156,101.21227,61.174790954589845,155.20223121643068,54.78772735595703,54.78772735595703,XGBoost,4
2025-06-01,Advair,TER-05,169,123.156746,86.5404640197754,182.77110824584952,45.84325408935547,45.84325408935547,XGBoost,4
2025-07-01,Advair,TER-05,135,102.55807,61.31061935424805,155.43741493225096,32.441932678222656,32.441932678222656,XGBoost,4
2025-08-01,Advair,TER-05,132,118.936104,80.59298171997071,168.797204208374,13.063896179199219,13.063896179199219,XGBoost,4
2025-09-01,Advair,TER-05,172,131.78159,91.44326667785644,185.7823173522949,40.218414306640625,40.218414306640625,XGBoost,4
2025-10-01,Advair,TER-05,94,135.04462,92.57625122070313,190.6713287353515,-41.04461669921875,41.04461669921875,XGBoost,4
2025-11-01,Advair,TER-05,102,121.06314,85.92287826538086,175.04084281921385,-19.063140869140625,19.063140869140625,XGBoost,4
2025-12-01,Advair,TER-05,137,127.27969,91.53695678710938,179.6702808380127,9.720306396484375,9.720306396484375,XGBoost,4
2025-05-01,Advair,TER-06,79,92.1427,53.57501220703125,146.5226125717163,-13.1427001953125,13.1427001953125,XGBoost,4
2025-06-01,Advair,TER-06,114,122.87588,81.09650421142578,175.24851684570314,-8.875877380371094,8.875877380371094,XGBoost,4
2025-07-01,Advair,TER-06,76,91.2678,52.97217025756836,148.88686447143553,-15.267799377441406,15.267799377441406,XGBoost,4
2025-08-01,Advair,TER-06,95,102.874626,63.02294387817383,154.69530487060547,-7.874626159667969,7.874626159667969,XGBoost,4
2025-09-01,Advair,TER-06,116,99.60754,61.320213317871094,149.63323707580565,16.39246368408203,16.39246368408203,XGBoost,4
2025-10-01,Advair,TER-06,119,100.6717,57.42776107788086,158.2867805480957,18.32830047607422,18.32830047607422,XGBoost,4
2025-11-01,Advair,TER-06,136,110.618706,64.63336486816407,160.10634078979484,25.38129425048828,25.38129425048828,XGBoost,4
2025-12-01,Advair,TER-06,84,112.7597,77.56305961608886,167.15259571075438,-28.75969696044922,28.75969696044922,XGBoost,4
2025-05-01,Advair,TER-07,132,115.235695,79.84947967529297,165.90756301879878,16.764305114746094,16.764305114746094,XGBoost,4
2025-06-01,Advair,TER-07,102,155.08609,109.00767059326172,203.42515258789058,-53.086090087890625,53.086090087890625,XGBoost,4
2025-07-01,Advair,TER-07,76,103.46408,61.900688552856444,157.48994636535642,-27.464080810546875,27.464080810546875,XGBoost,4
2025-08-01,Advair,TER-07,89,99.62587,59.34421997070312,151.81188011169434,-10.625869750976562,10.625869750976562,XGBoost,4
2025-09-01,Advair,TER-07,116,95.175125,57.589226531982426,148.083751296997,20.824874877929688,20.824874877929688,XGBoost,4
2025-10-01,Advair,TER-07,117,104.3589,68.31385116577148,156.14199180603023,12.641098022460938,12.641098022460938,XGBoost,4
2025-11-01,Advair,TER-07,90,132.1741,98.82460098266601,189.1168403625488,-42.174102783203125,42.174102783203125,XGBoost,4
2025-12-01,Advair,TER-07,79,103.48279,60.67135314941407,154.0940399169922,-24.4827880859375,24.4827880859375,XGBoost,4
2025-05-01,Advair,TER-08,148,116.53546,73.40662879943848,164.42475776672362,31.46453857421875,31.46453857421875,XGBoost,4
2025-06-01,Advair,TER-08,91,137.0985,94.38940353393555,193.94701919555663,-46.09849548339844,46.09849548339844,XGBoost,4
2025-07-01,Advair,TER-08,135,97.056015,49.49131774902344,150.42913856506348,37.94398498535156,37.94398498535156,XGBoost,4
2025-08-01,Advair,TER-08,106,125.03212,86.5638816833496,179.41315002441405,-19.032119750976562,19.032119750976562,XGBoost,4
2025-09-01,Advair,TER-08,81,114.86129,72.16067504882812,170.4678304672241,-33.861289978027344,33.861289978027344,XGBoost,4
2025-10-01,Advair,TER-08,114,107.469124,64.16394538879395,166.76200790405272,6.530876159667969,6.530876159667969,XGBoost,4
2025-11-01,Advair,TER-08,93,126.01513,90.1840389251709,182.7883758544922,-33.01512908935547,33.01512908935547,XGBoost,4
2025-12-01,Advair,TER-08,155,108.23855,70.25266799926759,160.86528778076163,46.761451721191406,46.761451721191406,XGBoost,4
2025-05-01,Advair,TER-09,128,92.97331,53.133871459960936,147.83916206359862,35.02668762207031,35.02668762207031,XGBoost,4
2025-06-01,Advair,TER-09,89,107.98201,66.04336624145508,167.2543815612793,-18.982009887695312,18.982009887695312,XGBoost,4
2025-07-01,Advair,TER-09,109,95.868866,53.514678955078125,148.30775146484373,13.131134033203125,13.131134033203125,XGBoost,4
2025-08-01,Advair,TER-09,89,119.57063,71.51590385437012,169.66589736938474,-30.570632934570312,30.570632934570312,XGBoost,4
2025-09-01,Advair,TER-09,89,106.30131,65.82576370239258,155.99966278076172,-17.301307678222656,17.301307678222656,XGBoost,4
2025-10-01,Advair,TER-09,99,111.43366,65.14802627563476,162.3556037902832,-12.433662414550781,12.433662414550781,XGBoost,4
2025-11-01,Advair,TER-09,143,131.0032,93.3692626953125,179.79662132263184,11.996795654296875,11.996795654296875,XGBoost,4
2025-12-01,Advair,TER-09,125,109.024124,71.10858612060547,162.01647186279294,15.975875854492188,15.975875854492188,XGBoost,4
2025-05-01,Advair,TER-10,143,101.73017,65.68857650756836,159.80702247619627,41.26982879638672,41.26982879638672,XGBoost,4
2025-06-01,Advair,TER-10,84,131.87813,92.43294754028321,188.71500625610352,-47.87812805175781,47.87812805175781,XGBoost,4
2025-07-01,Advair,TER-10,138,92.45655,55.79587516784668,148.08011169433587,45.54344940185547,45.54344940185547,XGBoost,4
2025-08-01,Advair,TER-10,97,125.58978,87.30084457397462,177.41260147094727,-28.58978271484375,28.58978271484375,XGBoost,4
2025-09-01,Advair,TER-10,89,135.22977,96.72007675170899,183.05968971252432,-46.229766845703125,46.229766845703125,XGBoost,4
2025-10-01,Advair,TER-10,122,107.72012,69.26667785644531,163.38571319580072,14.279876708984375,14.279876708984375,XGBoost,4
2025-11-01,Advair,TER-10,87,125.725174,89.92934646606446,178.73934173583982,-38.72517395019531,38.72517395019531,XGBoost,4
2025-12-01,Advair,TER-10,148,97.32707,59.37885437011719,149.05287551879883,50.67292785644531,50.67292785644531,XGBoost,4
2025-05-01,Advair,TER-11,92,99.97035,56.55279235839844,156.91789703369136,-7.9703521728515625,7.9703521728515625,XGBoost,4
2025-06-01,Advair,TER-11,125,125.055565,90.75622215270997,176.36619453430174,-0.05556488037109375,0.05556488037109375,XGBoost,4
2025-07-01,Advair,TER-11,108,88.62352,54.66385040283203,139.85453414916992,19.376480102539062,19.376480102539062,XGBoost,4
2025-08-01,Advair,TER-11,112,101.906364,58.9029426574707,154.0825958251953,10.093635559082031,10.093635559082031,XGBoost,4
2025-09-01,Advair,TER-11,100,105.63421,65.77695541381836,158.02259063720703,-5.634208679199219,5.634208679199219,XGBoost,4
2025-10-01,Advair,TER-11,151,99.13001,60.76445541381836,150.5721466064453,51.86998748779297,51.86998748779297,XGBoost,4
2025-11-01,Advair,TER-11,130,127.8862,92.05102653503418,177.52327804565428,2.113800048828125,2.113800048828125,XGBoost,4
2025-12-01,Advair,TER-11,160,111.22613,71.38516006469726,164.15344886779778,48.77387237548828,48.77387237548828,XGBoost,4
2025-05-01,Advair,TER-12,133,86.58933,42.962510681152345,147.95757904052735,46.410667419433594,46.410667419433594,XGBoost,4
2025-06-01,Advair,TER-12,158,125.6613,83.68795394897461,176.95205688476557,32.33869934082031,32.33869934082031,XGBoost,4
2025-07-01,Advair,TER-12,87,102.02228,61.490370178222655,152.94585723876952,-15.02227783203125,15.02227783203125,XGBoost,4
2025-08-01,Advair,TER-12,75,92.208336,59.19184036254883,141.94710121154785,-17.208335876464844,17.208335876464844,XGBoost,4
2025-09-01,Advair,TER-12,82,120.85063,82.19049987792968,170.87633247375487,-38.85063171386719,38.85063171386719,XGBoost,4
2025-10-01,Advair,TER-12,128,101.193474,66.58960342407227,150.6123065948486,26.80652618408203,26.80652618408203,XGBoost,4
2025-11-01,Advair,TER-12,118,123.97741,85.0043441772461,176.9029880523681,-5.977409362792969,5.977409362792969,XGBoost,4
2025-12-01,Advair,TER-12,95,102.72099,58.85303802490235,155.57624702453612,-7.7209930419921875,7.7209930419921875,XGBoost,4
2025-05-01,Advair,TER-13,96,101.70708,59.26158905029297,151.56745491027831,-5.7070770263671875,5.7070770263671875,XGBoost,4
2025-06-01,Advair,TER-13,143,128.0728,90.14542503356934,170.7688217163086,14.927200317382812,14.927200317382812,XGBoost,4
2025-07-01,Advair,TER-13,84,83.01199,39.65923957824707,131.6916976928711,0.988006591796875,0.988006591796875,XGBoost,4
2025-08-01,Advair,TER-13,99,96.990585,60.43964729309082,148.23529472351072,2.0094146728515625,2.0094146728515625,XGBoost,4
2025-09-01,Advair,TER-13,101,112.629196,70.1778953552246,170.32081604003906,-11.629196166992188,11.629196166992188,XGBoost,4
2025-10-01,Advair,TER-13,125,106.35929,66.38012466430665,154.6434555053711,18.640708923339844,18.640708923339844,XGBoost,4
2025-11-01,Advair,TER-13,83,96.76976,53.47562675476074,155.7331802368164,-13.769760131835938,13.769760131835938,XGBoost,4
2025-12-01,Advair,TER-13,161,95.17575,50.36048889160156,152.5252944946289,65.82424926757812,65.82424926757812,XGBoost,4
2025-05-01,Advair,TER-14,105,87.43937,47.994188690185545,145.89250946044922,17.560630798339844,17.560630798339844,XGBoost,4
2025-06-01,Advair,TER-14,125,106.576454,61.38272171020508,159.6122749328613,18.423545837402344,18.423545837402344,XGBoost,4
2025-07-01,Advair,TER-14,80,78.66835,32.88922119140625,131.51381530761714,1.3316497802734375,1.3316497802734375,XGBoost,4
2025-08-01,Advair,TER-14,92,77.9905,35.63641128540039,130.78840599060058,14.009498596191406,14.009498596191406,XGBoost,4
2025-09-01,Advair,TER-14,105,91.46767,52.51514511108399,138.1652980804443,13.532333374023438,13.532333374023438,XGBoost,4
2025-10-01,Advair,TER-14,77,108.64718,70.34042053222656,168.82166366577147,-31.647178649902344,31.647178649902344,XGBoost,4
2025-11-01,Advair,TER-14,84,110.95569,67.82682304382324,159.20016727447504,-26.9556884765625,26.9556884765625,XGBoost,4
2025-12-01,Advair,TER-14,133,90.36019,46.187462997436526,140.20944213867188,42.639808654785156,42.639808654785156,XGBoost,4
2025-05-01,Advair,TER-15,86,99.8699,57.21063995361328,148.67370452880857,-13.869903564453125,13.869903564453125,XGBoost,4
2025-06-01,Advair,TER-15,93,88.98041,45.592098236083984,142.3442840576172,4.01959228515625,4.01959228515625,XGBoost,4
2025-07-01,Advair,TER-15,84,90.261055,51.726373291015626,147.59259796142578,-6.261054992675781,6.261054992675781,XGBoost,4
2025-08-01,Advair,TER-15,87,76.03492,38.55170249938965,130.43316192626952,10.965080261230469,10.965080261230469,XGBoost,4
2025-09-01,Advair,TER-15,120,89.27291,55.93135986328125,146.99485549926754,30.727088928222656,30.727088928222656,XGBoost,4
2025-10-01,Advair,TER-15,87,102.27475,64.72626495361328,160.42459716796876,-15.274749755859375,15.274749755859375,XGBoost,4
2025-11-01,Advair,TER-15,99,93.20211,54.541978454589845,147.18414688110352,5.797889709472656,5.797889709472656,XGBoost,4
2025-12-01,Advair,TER-15,155,98.32167,53.954505157470706,149.6030502319336,56.67832946777344,56.67832946777344,XGBoost,4
2025-05-01,Advair,TER-16,134,97.82659,63.21884803771973,151.28125762939453,36.17340850830078,36.17340850830078,XGBoost,4
2025-06-01,Advair,TER-16,85,109.40063,70.67202529907227,161.38052825927733,-24.40062713623047,24.40062713623047,XGBoost,4
2025-07-01,Advair,TER-16,60,84.48722,45.97753067016602,136.89594306945799,-24.487220764160156,24.487220764160156,XGBoost,4
2025-08-01,Advair,TER-16,116,88.785324,46.34619369506836,141.84739685058585,27.214675903320312,27.214675903320312,XGBoost,4
2025-09-01,Advair,TER-16,116,102.00188,64.46231079101562,159.16587905883787,13.998123168945312,13.998123168945312,XGBoost,4
2025-10-01,Advair,TER-16,107,91.12762,54.985512542724614,138.33307456970212,15.872383117675781,15.872383117675781,XGBoost,4
2025-11-01,Advair,TER-16,131,109.36863,71.03628273010254,161.12184448242184,21.631370544433594,21.631370544433594,XGBoost,4
2025-12-01,Advair,TER-16,134,94.52472,57.97013931274414,149.93313598632812,39.47528076171875,39.47528076171875,XGBoost,4
2025-05-01,Advair,TER-17,117,94.2549,48.26955718994141,149.01327514648438,22.745101928710938,22.745101928710938,XGBoost,4
2025-06-01,Advair,TER-17,122,113.06468,75.43007812500001,170.4142868041992,8.935317993164062,8.935317993164062,XGBoost,4
2025-07-01,Advair,TER-17,82,76.76108,43.31896209716797,130.570707321167,5.238922119140625,5.238922119140625,XGBoost,4
2025-08-01,Advair,TER-17,90,83.96588,46.4809627532959,131.23188018798828,6.03411865234375,6.03411865234375,XGBoost,4
2025-09-01,Advair,TER-17,116,87.98265,51.766250228881844,139.970686340332,28.017349243164062,28.017349243164062,XGBoost,4
2025-10-01,Advair,TER-17,100,97.50088,59.233747482299805,147.35879135131836,2.4991226196289062,2.4991226196289062,XGBoost,4
2025-11-01,Advair,TER-17,97,103.5431,57.693633270263675,167.5862079620361,-6.543098449707031,6.543098449707031,XGBoost,4
2025-12-01,Advair,TER-17,105,97.437126,61.293500137329104,145.6346263885498,7.562873840332031,7.562873840332031,XGBoost,4
2025-05-01,Advair,TER-18,105,92.74594,54.132845687866215,154.43988876342763,12.254058837890625,12.254058837890625,XGBoost,4
2025-06-01,Advair,TER-18,132,94.598045,56.68348503112793,149.46389503479003,37.401954650878906,37.401954650878906,XGBoost,4
2025-07-01,Advair,TER-18,94,84.058716,39.69350891113282,131.15896186828613,9.9412841796875,9.9412841796875,XGBoost,4
2025-08-01,Advair,TER-18,100,92.49675,56.39749183654785,152.08214530944824,7.5032501220703125,7.5032501220703125,XGBoost,4
2025-09-01,Advair,TER-18,123,98.677185,63.61598281860352,151.47508964538574,24.32281494140625,24.32281494140625,XGBoost,4
2025-10-01,Advair,TER-18,140,90.368454,51.702080535888676,143.93766174316406,49.63154602050781,49.63154602050781,XGBoost,4
2025-11-01,Advair,TER-18,93,103.67955,67.12861213684081,153.3779052734375,-10.679550170898438,10.679550170898438,XGBoost,4
2025-12-01,Advair,TER-18,89,104.041084,63.491929626464845,154.81247215270994,-15.041084289550781,15.041084289550781,XGBoost,4
2025-05-01,Advair,TER-19,88,81.76117,46.72894287109375,135.56926155090332,6.23883056640625,6.23883056640625,XGBoost,4
2025-06-01,Advair,TER-19,94,94.726616,56.40699005126953,147.72821083068845,-0.7266159057617188,0.7266159057617188,XGBoost,4
2025-07-01,Advair,TER-19,66,87.36492,48.79295196533203,139.2423858642578,-21.36492156982422,21.36492156982422,XGBoost,4
2025-08-01,Advair,TER-19,93,76.76691,39.132965087890625,126.90848312377925,16.23309326171875,16.23309326171875,XGBoost,4
2025-09-01,Advair,TER-19,103,79.33612,32.148573303222655,131.18793869018552,23.66387939453125,23.66387939453125,XGBoost,4
2025-10-01,Advair,TER-19,63,94.223495,52.660103225708006,151.02166366577146,-31.223495483398438,31.223495483398438,XGBoost,4
2025-11-01,Advair,TER-19,74,91.514694,49.59771728515625,142.70892410278321,-17.514694213867188,17.514694213867188,XGBoost,4
2025-12-01,Advair,TER-19,113,81.34131,45.13994178771973,136.3264373779297,31.65869140625,31.65869140625,XGBoost,4
2025-05-01,Advair,TER-20,68,76.7886,43.18333358764649,129.78094482421872,-8.788597106933594,8.788597106933594,XGBoost,4
2025-06-01,Advair,TER-20,108,108.43836,69.97888679504395,159.86583709716797,-0.43836212158203125,0.43836212158203125,XGBoost,4
2025-07-01,Advair,TER-20,59,92.55016,53.707492446899415,148.2003440856933,-33.55016326904297,33.55016326904297,XGBoost,4
2025-08-01,Advair,TER-20,97,71.3809,25.359395599365236,123.79231376647947,25.619102478027344,25.619102478027344,XGBoost,4
2025-09-01,Advair,TER-20,83,85.48826,46.82812652587891,136.8323097229004,-2.4882583618164062,2.4882583618164062,XGBoost,4
2025-10-01,Advair,TER-20,84,86.49095,46.55355072021485,138.92350730895996,-2.4909515380859375,2.4909515380859375,XGBoost,4
2025-11-01,Advair,TER-20,104,87.134186,48.34092292785645,141.91614608764647,16.865814208984375,16.865814208984375,XGBoost,4
2025-12-01,Advair,TER-20,133,96.6986,56.48684844970703,156.95889663696278,36.30139923095703,36.30139923095703,XGBoost,4
2025-05-01,Avastin,TER-01,50,40.737732,0.0,92.37981605529785,9.26226806640625,9.26226806640625,XGBoost,4
2025-06-01,Avastin,TER-01,44,44.85979,8.569742965698245,96.0792739868164,-0.8597908020019531,0.8597908020019531,XGBoost,4
2025-07-01,Avastin,TER-01,23,34.40934,0.0,85.76389083862303,-11.409339904785156,11.409339904785156,XGBoost,4
2025-08-01,Avastin,TER-01,41,43.372864,0.7136001586914066,98.85251541137688,-2.37286376953125,2.37286376953125,XGBoost,4
2025-09-01,Avastin,TER-01,55,38.089073,0.0,87.507905960083,16.910926818847656,16.910926818847656,XGBoost,4
2025-10-01,Avastin,TER-01,35,39.51746,0.16237258911132812,86.92966308593748,-4.517459869384766,4.517459869384766,XGBoost,4
2025-11-01,Avastin,TER-01,42,49.88271,12.307395553588869,104.37698745727539,-7.882709503173828,7.882709503173828,XGBoost,4
2025-12-01,Avastin,TER-01,66,42.021427,0.0,96.79372062683105,23.978572845458984,23.978572845458984,XGBoost,4
2025-05-01,Avastin,TER-02,39,38.925312,7.278850936889649,98.20671463012695,0.07468795776367188,0.07468795776367188,XGBoost,4
2025-06-01,Avastin,TER-02,33,56.8068,17.966656875610354,110.88786926269528,-23.806800842285156,23.806800842285156,XGBoost,4
2025-07-01,Avastin,TER-02,26,30.515766,0.0,81.80005989074706,-4.515766143798828,4.515766143798828,XGBoost,4
2025-08-01,Avastin,TER-02,27,31.941628,0.0,84.94322242736814,-4.941627502441406,4.941627502441406,XGBoost,4
2025-09-01,Avastin,TER-02,45,35.939056,0.0,81.36393508911132,9.060943603515625,9.060943603515625,XGBoost,4
2025-10-01,Avastin,TER-02,33,42.126343,0.0,101.27651596069335,-9.1263427734375,9.1263427734375,XGBoost,4
2025-11-01,Avastin,TER-02,48,36.776382,0.0,92.78409442901606,11.223617553710938,11.223617553710938,XGBoost,4
2025-12-01,Avastin,TER-02,37,36.54551,0.0,91.60079994201658,0.45449066162109375,0.45449066162109375,XGBoost,4
2025-05-01,Avastin,TER-03,31,36.01635,0.0,81.73986968994134,-5.016349792480469,5.016349792480469,XGBoost,4
2025-06-01,Avastin,TER-03,53,40.798557,0.0,93.21615982055661,12.20144271850586,12.20144271850586,XGBoost,4
2025-07-01,Avastin,TER-03,40,32.17967,0.0,85.1812633514404,7.820331573486328,7.820331573486328,XGBoost,4
2025-08-01,Avastin,TER-03,32,39.737274,0.3630775451660167,90.93752822875976,-7.737274169921875,7.737274169921875,XGBoost,4
2025-09-01,Avastin,TER-03,37,35.465725,0.0,86.68801231384278,1.5342750549316406,1.5342750549316406,XGBoost,4
2025-10-01,Avastin,TER-03,28,38.25651,0.0,88.34275436401367,-10.256511688232422,10.256511688232422,XGBoost,4
2025-11-01,Avastin,TER-03,25,35.46867,0.0,94.75007247924805,-10.468669891357422,10.468669891357422,XGBoost,4
2025-12-01,Avastin,TER-03,63,37.909447,0.8322074890136738,90.97908554077144,25.090553283691406,25.090553283691406,XGBoost,4
2025-05-01,Avastin,TER-04,44,36.39073,0.0,93.73646011352538,7.6092681884765625,7.6092681884765625,XGBoost,4
2025-06-01,Avastin,TER-04,40,45.821922,6.463357543945313,98.27254486083983,-5.821922302246094,5.821922302246094,XGBoost,4
2025-07-01,Avastin,TER-04,18,30.428244,0.0,88.09116706848143,-12.428243637084961,12.428243637084961,XGBoost,4
2025-08-01,Avastin,TER-04,22,28.73516,0.0,84.04220504760735,-6.735160827636719,6.735160827636719,XGBoost,4
2025-09-01,Avastin,TER-04,39,32.574795,0.0,83.80438690185547,6.425205230712891,6.425205230712891,XGBoost,4
2025-10-01,Avastin,TER-04,31,31.42969,0.0,77.74347114562983,-0.4296894073486328,0.4296894073486328,XGBoost,4
2025-11-01,Avastin,TER-04,28,34.506943,0.0,85.73795700073242,-6.5069427490234375,6.5069427490234375,XGBoost,4
2025-12-01,Avastin,TER-04,60,35.470463,0.0,84.92739562988275,24.529537200927734,24.529537200927734,XGBoost,4
2025-05-01,Avastin,TER-05,26,38.494396,0.0,83.13378562927242,-12.494396209716797,12.494396209716797,XGBoost,4
2025-06-01,Avastin,TER-05,40,37.58118,0.0,90.99582748413081,2.4188194274902344,2.4188194274902344,XGBoost,4
2025-07-01,Avastin,TER-05,30,32.47331,0.0,83.82785949707029,-2.473308563232422,2.473308563232422,XGBoost,4
2025-08-01,Avastin,TER-05,25,27.584988,0.0,84.93459243774413,-2.5849876403808594,2.5849876403808594,XGBoost,4
2025-09-01,Avastin,TER-05,30,33.264423,0.0,83.06302185058587,-3.264423370361328,3.264423370361328,XGBoost,4
2025-10-01,Avastin,TER-05,47,33.441406,0.0,88.34163513183582,13.55859375,13.55859375,XGBoost,4
2025-11-01,Avastin,TER-05,32,37.862988,0.0,89.59148521423339,-5.862987518310547,5.862987518310547,XGBoost,4
2025-12-01,Avastin,TER-05,53,36.22371,0.0,85.92283935546875,16.776290893554688,16.776290893554688,XGBoost,4
2025-05-01,Avastin,TER-06,32,33.9278,0.0,85.66909217834471,-1.9277992248535156,1.9277992248535156,XGBoost,4
2025-06-01,Avastin,TER-06,25,32.64698,0.0,80.8798934936523,-7.646980285644531,7.646980285644531,XGBoost,4
2025-07-01,Avastin,TER-06,21,23.770737,0.0,75.64176025390624,-2.7707366943359375,2.7707366943359375,XGBoost,4
2025-08-01,Avastin,TER-06,28,25.533415,0.0,75.27258033752437,2.466585159301758,2.466585159301758,XGBoost,4
2025-09-01,Avastin,TER-06,20,26.645235,0.0,80.68082427978511,-6.645235061645508,6.645235061645508,XGBoost,4
2025-10-01,Avastin,TER-06,36,27.524982,0.0,86.00228958129881,8.475017547607422,8.475017547607422,XGBoost,4
2025-11-01,Avastin,TER-06,34,32.051617,0.0,82.61399497985836,1.9483833312988281,1.9483833312988281,XGBoost,4
2025-12-01,Avastin,TER-06,43,31.986315,0.0,82.09880790710447,11.01368522644043,11.01368522644043,XGBoost,4
2025-05-01,Avastin,TER-07,30,30.894066,0.0,91.0448860168457,-0.8940658569335938,0.8940658569335938,XGBoost,4
2025-06-01,Avastin,TER-07,44,35.55582,0.0,89.9408576965332,8.44417953491211,8.44417953491211,XGBoost,4
2025-07-01,Avastin,TER-07,29,30.110466,0.0,81.05465393066403,-1.1104660034179688,1.1104660034179688,XGBoost,4
2025-08-01,Avastin,TER-07,22,30.434803,0.0,88.42729682922364,-8.434803009033203,8.434803009033203,XGBoost,4
2025-09-01,Avastin,TER-07,21,29.480846,0.0,85.1404953002929,-8.480846405029297,8.480846405029297,XGBoost,4
2025-10-01,Avastin,TER-07,23,28.52335,0.0,80.16543388366699,-5.523349761962891,5.523349761962891,XGBoost,4
2025-11-01,Avastin,TER-07,25,26.153751,0.0,74.45668983459471,-1.1537513732910156,1.1537513732910156,XGBoost,4
2025-12-01,Avastin,TER-07,29,30.207855,0.0,80.99512290954588,-1.207855224609375,1.207855224609375,XGBoost,4
2025-05-01,Avastin,TER-08,35,30.93456,0.0,86.32733116149893,4.065439224243164,4.065439224243164,XGBoost,4
2025-06-01,Avastin,TER-08,40,31.653933,0.0,84.71938781738277,8.346067428588867,8.346067428588867,XGBoost,4
2025-07-01,Avastin,TER-08,27,26.885305,0.0,80.8922164916992,0.11469459533691406,0.11469459533691406,XGBoost,4
2025-08-01,Avastin,TER-08,18,32.237675,0.0,90.73291206359859,-14.237674713134766,14.237674713134766,XGBoost,4
